card_name,card_race,card_type,card_class,description
Princess Talanji,INVALID,MINION,PRIEST,Princess Talanji INVALID PRIEST MINION Battlecry: Summon all minions from your hand thatdidn't start in yourdeck.
"Bwonsamdi, the Dead",INVALID,MINION,PRIEST,"Bwonsamdi, the Dead INVALID PRIEST MINION Battlecry: Draw 1-Costminions from your deckuntil your hand is full."
"Shirvallah, the Tiger",BEAST,MINION,PALADIN,"Shirvallah, the Tiger BEAST PALADIN MINION Divine Shield, Rush, Lifesteal Costs (1) less for each Manayou've spent on spells."
Time Out!,INVALID,SPELL,PALADIN,Time Out! INVALID PALADIN SPELL Your hero is Immune until your next turn.
Time Out!,INVALID,ENCHANTMENT,PALADIN,Time Out! INVALID PALADIN ENCHANTMENT Immune until your next turn.
Farraki Battleaxe,INVALID,WEAPON,PALADIN,Farraki Battleaxe INVALID PALADIN WEAPON Overkill: Give a minion in your hand +2/+2.
Battle Ready,INVALID,ENCHANTMENT,NEUTRAL,Battle Ready INVALID NEUTRAL ENCHANTMENT +2/+2 from Farraki Battleaxe.
A New Challenger...,INVALID,SPELL,PALADIN,A New Challenger... INVALID PALADIN SPELL Discover a 6-Cost minion. Summon it with Taunt and Divine Shield.
Immortal Prelate,INVALID,MINION,PALADIN,Immortal Prelate INVALID PALADIN MINION Deathrattle: Shuffle this into your deck. It keeps any enchantments.
Flash of Light,INVALID,SPELL,PALADIN,Flash of Light INVALID PALADIN SPELL Restore #4 Health.Draw a card.
High Priest Thekal,INVALID,MINION,PALADIN,High Priest Thekal INVALID PALADIN MINION Battlecry: Convert all but 1of your Hero's Health into Armor.
Spirit of the Tiger,INVALID,MINION,PALADIN,"Spirit of the Tiger INVALID PALADIN MINION Stealth for 1 turn.After you cast a spell,summon a Tiger with statsequal to its Cost."
Tiger,BEAST,MINION,PALADIN,"Tiger BEAST PALADIN MINION "
Elemental Evocation,INVALID,SPELL,MAGE,Elemental Evocation INVALID MAGE SPELL The next Elemental youplay this turn costs (2) less.
Elemental Evocation,INVALID,ENCHANTMENT,MAGE,Elemental Evocation INVALID MAGE ENCHANTMENT The next Elemental you play this turn costs (2) less.
Arcanosaur,ELEMENTAL,MINION,MAGE,"Arcanosaur ELEMENTAL MAGE MINION Battlecry: If you played anElemental last turn, deal3damagetoall other minions."
Spellzerker,INVALID,MINION,NEUTRAL,Spellzerker INVALID NEUTRAL MINION Has Spell Damage +2 while damaged.
Power of Gurubashi,INVALID,ENCHANTMENT,NEUTRAL,Power of Gurubashi INVALID NEUTRAL ENCHANTMENT Spell Damage +2.
Scorch,INVALID,SPELL,MAGE,Scorch INVALID MAGE SPELL Deal $4 damage to aminion. Costs (1) if youplayed an Elementallast turn. @spelldmg
Pyromaniac,INVALID,MINION,MAGE,"Pyromaniac INVALID MAGE MINION Whenever your Hero Powerkills a minion, draw a card."
"Jan'alai, the Dragonhawk",BEAST,MINION,MAGE,"Jan'alai, the Dragonhawk BEAST MAGE MINION Battlecry: If your Hero Powerdealt 8 damage this game,summon Ragnaros theFirelord.@ ({0} left!)@ (Ready!)"
Ragnaros the Firelord,ELEMENTAL,MINION,NEUTRAL,"Ragnaros the Firelord ELEMENTAL NEUTRAL MINION Can't attack. At the end of your turn, deal 8 damage to a random enemy."
Blast Wave,INVALID,SPELL,MAGE,Blast Wave INVALID MAGE SPELL Deal $2 damage toall minions.Overkill: Add a random Mage spell to your hand. @spelldmg
Hex Lord Malacrass,INVALID,MINION,MAGE,Hex Lord Malacrass INVALID MAGE MINION Battlecry: Add a copy of your opening hand to your hand (except this card).
Spirit of the Dragonhawk,INVALID,MINION,MAGE,Spirit of the Dragonhawk INVALID MAGE MINION Stealth for 1 turn.Your Hero Power also targets adjacent minions.
Power of the Dragonhawk,INVALID,ENCHANTMENT,NEUTRAL,Power of the Dragonhawk INVALID NEUTRAL ENCHANTMENT Your Hero Power also hits adjacent minions.
Devastate,INVALID,SPELL,WARRIOR,Devastate INVALID WARRIOR SPELL Deal $4 damage to a damaged minion. @spelldmg
Emberscale Drake,DRAGON,MINION,WARRIOR,"Emberscale Drake DRAGON WARRIOR MINION Battlecry: If you're holding a Dragon, gain 5 Armor."
Heavy Metal!,INVALID,SPELL,WARRIOR,Heavy Metal! INVALID WARRIOR SPELL Summon a randomminion with Cost equalto your Armor (up to 10).
Sul'thraze,INVALID,WEAPON,WARRIOR,Sul'thraze INVALID WARRIOR WEAPON Overkill: You may attack again.
Smolderthorn Lancer,INVALID,MINION,WARRIOR,"Smolderthorn Lancer INVALID WARRIOR MINION Battlecry: If you're holding a Dragon, destroy a damaged enemy minion."
Spirit of the Rhino,INVALID,MINION,WARRIOR,Spirit of the Rhino INVALID WARRIOR MINION Stealth for 1 turn.Your Rush minions are Immune the turn they're summoned.
Protected by Spirit of the Rhino,INVALID,ENCHANTMENT,NEUTRAL,Protected by Spirit of the Rhino INVALID NEUTRAL ENCHANTMENT Immune this turn.
War Master Voone,INVALID,MINION,WARRIOR,War Master Voone INVALID WARRIOR MINION Battlecry: Copy allDragons in your hand.
"Akali, the Rhino",BEAST,MINION,WARRIOR,"Akali, the Rhino BEAST WARRIOR MINION RushOverkill: Draw a Rush minion from your deck. Give it +5/+5."
Rhino Skin,INVALID,ENCHANTMENT,WARRIOR,Rhino Skin INVALID WARRIOR ENCHANTMENT +5/+5.
Master's Call,INVALID,SPELL,HUNTER,"Master's Call INVALID HUNTER SPELL Discover a minion in your deck.If all 3 are Beasts,draw them all."
Treespeaker,INVALID,MINION,DRUID,Treespeaker INVALID DRUID MINION Battlecry: Transform your Treants into 5/5 Ancients.
Ancient,INVALID,MINION,DRUID,"Ancient INVALID DRUID MINION "
Wardruid Loti,INVALID,MINION,DRUID,Wardruid Loti INVALID DRUID MINION Choose One - Transform into one of Loti's four dinosaur forms.
Ankylodon,BEAST,MINION,DRUID,Ankylodon BEAST DRUID MINION Taunt
Wardruid Loti,BEAST,MINION,DRUID,Wardruid Loti BEAST DRUID MINION Taunt
Sabertusk,BEAST,MINION,DRUID,Sabertusk BEAST DRUID MINION Rush
Wardruid Loti,BEAST,MINION,DRUID,Wardruid Loti BEAST DRUID MINION Rush
Pterrordax,BEAST,MINION,DRUID,Pterrordax BEAST DRUID MINION Spell Damage +1
Wardruid Loti,BEAST,MINION,DRUID,Wardruid Loti BEAST DRUID MINION Spell Damage +1
Ravasaur,BEAST,MINION,DRUID,"Ravasaur BEAST DRUID MINION Poisonous, Stealth"
Wardruid Loti,BEAST,MINION,DRUID,"Wardruid Loti BEAST DRUID MINION Poisonous, Stealth"
Wardruid Loti,BEAST,MINION,DRUID,"Wardruid Loti BEAST DRUID MINION Taunt, Rush, Poisonous, Stealth, Spell Damage +1"
"Krag'wa, the Frog",BEAST,MINION,SHAMAN,"Krag'wa, the Frog BEAST SHAMAN MINION Battlecry: Return all spells you played last turn toyour hand."
Baited Arrow,INVALID,SPELL,HUNTER,Baited Arrow INVALID HUNTER SPELL Deal $3 damage. Overkill: Summon a 5/5 Devilsaur. @spelldmg
Devilsaur,BEAST,MINION,HUNTER,"Devilsaur BEAST HUNTER MINION "
Springpaw,BEAST,MINION,HUNTER,Springpaw BEAST HUNTER MINION RushBattlecry: Add a 1/1 Lynxwith Rush to your hand.
Lynx,BEAST,MINION,HUNTER,Lynx BEAST HUNTER MINION Rush
Bloodscalp Strategist,INVALID,MINION,HUNTER,"Bloodscalp Strategist INVALID HUNTER MINION Battlecry: If you have a weapon equipped, Discover a spell."
Rain of Toads,INVALID,SPELL,SHAMAN,Rain of Toads INVALID SHAMAN SPELL Summon three 2/4 Toads with Taunt. Overload: (3)
Toad,BEAST,MINION,SHAMAN,Toad BEAST SHAMAN MINION Taunt
Likkim,INVALID,WEAPON,SHAMAN,Likkim INVALID SHAMAN WEAPON Has +2 Attack while you have Overloaded Mana Crystals.
Overlord's Whip,INVALID,WEAPON,WARRIOR,"Overlord's Whip INVALID WARRIOR WEAPON After you play a minion, deal 1 damage to it."
Dragon Roar,INVALID,SPELL,WARRIOR,Dragon Roar INVALID WARRIOR SPELL Add 2 random Dragons to your hand.
Saronite Taskmaster,INVALID,MINION,NEUTRAL,Saronite Taskmaster INVALID NEUTRAL MINION Deathrattle: Summon a 0/3 Free Agent with Taunt foryour opponent.
Free Agent,INVALID,MINION,NEUTRAL,Free Agent INVALID NEUTRAL MINION Taunt
Daring Fire-Eater,INVALID,MINION,MAGE,Daring Fire-Eater INVALID MAGE MINION Battlecry: Your next Hero Power this turn deals 2more damage.
Flameweaving,INVALID,ENCHANTMENT,INVALID,Flameweaving INVALID INVALID ENCHANTMENT Your next Hero Power deals 2 more damage.
Flameweaving,INVALID,ENCHANTMENT,NEUTRAL,Flameweaving INVALID NEUTRAL ENCHANTMENT Your next Hero Power deals 2 more damage.
Splitting Image,INVALID,SPELL,MAGE,"Splitting Image INVALID MAGE SPELL Secret: When one of your minions is attacked, summon a copy of it."
Untamed Beastmaster,INVALID,MINION,NEUTRAL,"Untamed Beastmaster INVALID NEUTRAL MINION Whenever you draw a Beast, give it +2/+2."
Warpaint,INVALID,ENCHANTMENT,NEUTRAL,Warpaint INVALID NEUTRAL ENCHANTMENT +2/+2.
Dozing Marksman,INVALID,MINION,NEUTRAL,Dozing Marksman INVALID NEUTRAL MINION Has +4 Attack while damaged.
Wrong Side of Da Bed,INVALID,ENCHANTMENT,NEUTRAL,Wrong Side of Da Bed INVALID NEUTRAL ENCHANTMENT +4 Attack.
Waterboy,INVALID,MINION,NEUTRAL,Waterboy INVALID NEUTRAL MINION Battlecry: Your next Hero Power this turn costs (0).
High Quality H2O,INVALID,ENCHANTMENT,NEUTRAL,High Quality H2O INVALID NEUTRAL ENCHANTMENT Your Hero Power costs (0).
Grave Horror,INVALID,MINION,PRIEST,Grave Horror INVALID PRIEST MINION TauntCosts (1) less for each spellyou've cast this game.
"Gral, the Shark",BEAST,MINION,ROGUE,"Gral, the Shark BEAST ROGUE MINION Battlecry: Eat a minion inyour deck and gain its stats.Deathrattle: Add it toyour hand."
Blood in the Water,INVALID,ENCHANTMENT,ROGUE,Blood in the Water INVALID ROGUE ENCHANTMENT Destroyed {0} and gained its stats.
Surrender to Madness,INVALID,SPELL,PRIEST,Surrender to Madness INVALID PRIEST SPELL Destroy 3 of your ManaCrystals. Give all minionsin your deck +2/+2.
Absolutely Mad!,INVALID,ENCHANTMENT,PRIEST,Absolutely Mad! INVALID PRIEST ENCHANTMENT +2/+2.
Auchenai Phantasm,INVALID,MINION,PRIEST,"Auchenai Phantasm INVALID PRIEST MINION Battlecry: This turn, your healing effects deal damage instead."
Dark Soul,INVALID,ENCHANTMENT,NEUTRAL,Dark Soul INVALID NEUTRAL ENCHANTMENT Your healing effects are dealing damage.
Spirit of the Dead,INVALID,MINION,PRIEST,"Spirit of the Dead INVALID PRIEST MINION Stealth for 1 turn.After a friendly minion dies,shuffle a 1-Cost copy of itinto your deck."
Prayer to Bwonsamdi,INVALID,ENCHANTMENT,PRIEST,Prayer to Bwonsamdi INVALID PRIEST ENCHANTMENT Bwonsamdi made this cost (1).
Scarab Egg,INVALID,MINION,NEUTRAL,Scarab Egg INVALID NEUTRAL MINION Deathrattle: Summon three 1/1 Scarabs.
Scarab,BEAST,MINION,NEUTRAL,"Scarab BEAST NEUTRAL MINION "
Booty Bay Bookie,INVALID,MINION,NEUTRAL,Booty Bay Bookie INVALID NEUTRAL MINION Battlecry: Give your opponent a Coin.
Helpless Hatchling,BEAST,MINION,NEUTRAL,Helpless Hatchling BEAST NEUTRAL MINION Deathrattle: Reduce the Cost of a Beast in your hand by (1).
Avenger,INVALID,ENCHANTMENT,NEUTRAL,Avenger INVALID NEUTRAL ENCHANTMENT Costs (1) less.
Gurubashi Chicken,BEAST,MINION,NEUTRAL,Gurubashi Chicken BEAST NEUTRAL MINION Overkill: Gain +5 Attack.
Ready to Strike,INVALID,ENCHANTMENT,NEUTRAL,Ready to Strike INVALID NEUTRAL ENCHANTMENT +5 Attack.
Sharkfin Fan,PIRATE,MINION,NEUTRAL,"Sharkfin Fan PIRATE NEUTRAL MINION After your hero attacks, summon a 1/1 Pirate."
Swabbie,PIRATE,MINION,NEUTRAL,"Swabbie PIRATE NEUTRAL MINION "
Regeneratin' Thug,INVALID,MINION,NEUTRAL,"Regeneratin' Thug INVALID NEUTRAL MINION At the start of your turn, restore #2 Health to thisminion."
Banana Buffoon,INVALID,MINION,NEUTRAL,Banana Buffoon INVALID NEUTRAL MINION Battlecry: Add 2 Bananas to your hand.
Bananas,INVALID,SPELL,NEUTRAL,Bananas INVALID NEUTRAL SPELL Give a minion +1/+1.
Bananas,INVALID,ENCHANTMENT,NEUTRAL,Bananas INVALID NEUTRAL ENCHANTMENT Has +1/+1.
Cheaty Anklebiter,INVALID,MINION,NEUTRAL,Cheaty Anklebiter INVALID NEUTRAL MINION LifestealBattlecry: Deal 1 damage.
Mosh'Ogg Enforcer,INVALID,MINION,NEUTRAL,Mosh'Ogg Enforcer INVALID NEUTRAL MINION TauntDivine Shield
Belligerent Gnome,INVALID,MINION,NEUTRAL,"Belligerent Gnome INVALID NEUTRAL MINION TauntBattlecry: If your opponenthas 2 or more minions,gain +1 Attack."
Belligerent,INVALID,ENCHANTMENT,NEUTRAL,Belligerent INVALID NEUTRAL ENCHANTMENT +1 Attack.
Rabble Bouncer,INVALID,MINION,NEUTRAL,Rabble Bouncer INVALID NEUTRAL MINION TauntCosts (1) less for each enemy minion.
Gurubashi Offering,INVALID,MINION,NEUTRAL,"Gurubashi Offering INVALID NEUTRAL MINION At the start of your turn, destroy this and gain 8Armor."
Arena Fanatic,INVALID,MINION,NEUTRAL,Arena Fanatic INVALID NEUTRAL MINION Battlecry: Give all minions in your hand +1/+1.
WHOOOOO!,INVALID,ENCHANTMENT,NEUTRAL,WHOOOOO! INVALID NEUTRAL ENCHANTMENT +1/+1.
Murloc Tastyfin,MURLOC,MINION,NEUTRAL,Murloc Tastyfin MURLOC NEUTRAL MINION Deathrattle: Draw 2 Murlocsfrom your deck.
Arena Patron,INVALID,MINION,NEUTRAL,Arena Patron INVALID NEUTRAL MINION Overkill: Summon another Arena Patron.
Wartbringer,INVALID,MINION,SHAMAN,"Wartbringer INVALID SHAMAN MINION Battlecry: If you played 2spells this turn, deal 2damage."
Firetree Witchdoctor,INVALID,MINION,NEUTRAL,"Firetree Witchdoctor INVALID NEUTRAL MINION Battlecry: If you're holdinga Dragon, Discover a spell."
Shieldbreaker,INVALID,MINION,NEUTRAL,Shieldbreaker INVALID NEUTRAL MINION Battlecry: Silence an enemy minion with Taunt.
Arena Treasure Chest,INVALID,MINION,NEUTRAL,Arena Treasure Chest INVALID NEUTRAL MINION Deathrattle: Draw 2 cards.
Dragonmaw Scorcher,DRAGON,MINION,NEUTRAL,Dragonmaw Scorcher DRAGON NEUTRAL MINION Battlecry: Deal 1 damage to all other minions.
Drakkari Trickster,INVALID,MINION,NEUTRAL,Drakkari Trickster INVALID NEUTRAL MINION Battlecry: Give each player acopy of a random card fromtheir opponent's deck.
Linecracker,INVALID,MINION,NEUTRAL,Linecracker INVALID NEUTRAL MINION Overkill: Double this minion's Attack.
Crazed,INVALID,ENCHANTMENT,NEUTRAL,Crazed INVALID NEUTRAL ENCHANTMENT Doubled Attack.
Masked Contender,INVALID,MINION,NEUTRAL,"Masked Contender INVALID NEUTRAL MINION Battlecry: If you control aSecret, cast a Secret fromyour deck."
Rumbletusk Shaker,INVALID,MINION,NEUTRAL,Rumbletusk Shaker INVALID NEUTRAL MINION Deathrattle: Summon a 3/2 Rumbletusk Breaker.
Rumbletusk Breaker,INVALID,MINION,NEUTRAL,"Rumbletusk Breaker INVALID NEUTRAL MINION "
Mosh'Ogg Announcer,INVALID,MINION,NEUTRAL,Mosh'Ogg Announcer INVALID NEUTRAL MINION Enemies attacking thishave a 50% chance toattack someone else.
Ice Cream Peddler,INVALID,MINION,NEUTRAL,"Ice Cream Peddler INVALID NEUTRAL MINION Battlecry: If you control aFrozen minion, gain 8Armor."
Snapjaw Shellfighter,INVALID,MINION,NEUTRAL,"Snapjaw Shellfighter INVALID NEUTRAL MINION Whenever an adjacentminion takes damage, thisminion takes it instead."
Da Undatakah,INVALID,MINION,NEUTRAL,Da Undatakah INVALID NEUTRAL MINION Battlecry: Gain theDeathrattle effects of3 friendly minions thatdied this game.
Undatakah Deathrattles,INVALID,ENCHANTMENT,NEUTRAL,"Undatakah Deathrattles INVALID NEUTRAL ENCHANTMENT "
"Hakkar, the Soulflayer",INVALID,MINION,NEUTRAL,"Hakkar, the Soulflayer INVALID NEUTRAL MINION Deathrattle: Shuffle a Corrupted Blood into each player's deck."
Corrupted Blood,INVALID,SPELL,NEUTRAL,"Corrupted Blood INVALID NEUTRAL SPELL Casts When DrawnTake 3 damage. After you draw, shuffle two copies of this into your deck."
Oondasta,BEAST,MINION,NEUTRAL,Oondasta BEAST NEUTRAL MINION RushOverkill: Summon a Beast from your hand.
Bloodclaw,INVALID,WEAPON,PALADIN,Bloodclaw INVALID PALADIN WEAPON Battlecry: Deal 5 damage to your hero.
Zandalari Templar,INVALID,MINION,PALADIN,"Zandalari Templar INVALID PALADIN MINION Battlecry: If you've restored10 Health this game, gain+4/+4 and Taunt.@ ({0} left!)@ (Ready!)"
Rejuvenated,INVALID,ENCHANTMENT,NEUTRAL,Rejuvenated INVALID NEUTRAL ENCHANTMENT +4/+4 and Taunt.
Ornery Tortoise,BEAST,MINION,NEUTRAL,Ornery Tortoise BEAST NEUTRAL MINION Battlecry: Deal 5 damage to your hero.
Amani War Bear,BEAST,MINION,NEUTRAL,Amani War Bear BEAST NEUTRAL MINION RushTaunt
Reckless Diretroll,INVALID,MINION,WARLOCK,Reckless Diretroll INVALID WARLOCK MINION TauntBattlecry: Discard your lowest Cost card.
Demonbolt,INVALID,SPELL,WARLOCK,Demonbolt INVALID WARLOCK SPELL Destroy a minion. Costs (1) less for each minion you control.
Mojomaster Zihi,INVALID,MINION,NEUTRAL,Mojomaster Zihi INVALID NEUTRAL MINION Battlecry: Set each player to 5 Mana Crystals.
Revenge of the Wild,INVALID,SPELL,HUNTER,Revenge of the Wild INVALID HUNTER SPELL Summon your Beasts that died this turn.
Crowd Roaster,DRAGON,MINION,NEUTRAL,"Crowd Roaster DRAGON NEUTRAL MINION Battlecry: If you're holdinga Dragon, deal 7 damageto an enemy minion."
Soup Vendor,INVALID,MINION,NEUTRAL,"Soup Vendor INVALID NEUTRAL MINION Whenever you restore 3 or more Health to your hero, draw a card."
"Halazzi, the Lynx",BEAST,MINION,HUNTER,"Halazzi, the Lynx BEAST HUNTER MINION Battlecry: Fill your hand with 1/1 Lynxes that haveRush."
Spirit of the Lynx,INVALID,MINION,HUNTER,"Spirit of the Lynx INVALID HUNTER MINION Stealth for 1 turn.Whenever you summon a Beast, give it +1/+1."
Blessing of Halazzi,INVALID,ENCHANTMENT,NEUTRAL,Blessing of Halazzi INVALID NEUTRAL ENCHANTMENT +1/+1.
Steady Throw,INVALID,HERO_POWER,HUNTER,Steady Throw INVALID HUNTER HEROPOWER Hero PowerDeal $2 damage to the enemy hero.@Hero PowerDeal $2 damage. @spelldmg
Akali's Champion,INVALID,MINION,WARRIOR,Akali's Champion INVALID WARRIOR MINION ShrineThis minion's Attackis always equal toyour Armor.
Akali's Champion,INVALID,MINION,WARRIOR,"Akali's Champion INVALID WARRIOR MINION "
Shirvallah's Protection,INVALID,MINION,PALADIN,"Shirvallah's Protection INVALID PALADIN MINION ShrineAfter a friendly minionsurvives damage, give itDivine Shield."
Shirvallah's Protection,INVALID,MINION,PALADIN,"Shirvallah's Protection INVALID PALADIN MINION "
Bottled Terror,INVALID,MINION,ROGUE,Bottled Terror INVALID ROGUE MINION ShrineYour other minions have Stealth. Deathrattle: Give your minions+2 Attack.
Bottled Terror,INVALID,ENCHANTMENT,ROGUE,Bottled Terror INVALID ROGUE ENCHANTMENT +2 Attack.
Bottled Terror,INVALID,MINION,ROGUE,"Bottled Terror INVALID ROGUE MINION "
Tribal Shrine,INVALID,MINION,NEUTRAL,Tribal Shrine INVALID NEUTRAL MINION ShrineTaunt
Tribal Shrine,INVALID,MINION,NEUTRAL,"Tribal Shrine INVALID NEUTRAL MINION "
Jan'alai's Mantle,INVALID,MINION,MAGE,Jan'alai's Mantle INVALID MAGE MINION ShrineHas Spell Damage +1 foreach spell in your hand.
Jan'alai's Mantle,INVALID,MINION,MAGE,"Jan'alai's Mantle INVALID MAGE MINION "
Krag'wa's Lure,INVALID,MINION,SHAMAN,"Krag'wa's Lure INVALID SHAMAN MINION ShrineAfter you Overload,give your minions thatmuch Attack."
Overcharged,INVALID,ENCHANTMENT,SHAMAN,Overcharged INVALID SHAMAN ENCHANTMENT +1 Attack for each Mana Crystal you've Overloaded.
Krag'wa's Lure,INVALID,MINION,SHAMAN,"Krag'wa's Lure INVALID SHAMAN MINION "
Halazzi's Trap,INVALID,MINION,HUNTER,"Halazzi's Trap INVALID HUNTER MINION ShrineAfter you cast a spell, puta random Hunter Secretinto the battlefield."
Halazzi's Trap,INVALID,MINION,HUNTER,"Halazzi's Trap INVALID HUNTER MINION "
Gonk's Armament,INVALID,MINION,DRUID,"Gonk's Armament INVALID DRUID MINION ShrineWhenever you gain Armor,refresh your ManaCrystals."
Gonk's Armament,INVALID,MINION,DRUID,"Gonk's Armament INVALID DRUID MINION "
Blood Pact,INVALID,MINION,WARLOCK,Blood Pact INVALID WARLOCK MINION ShrineYour spells cost Healthinstead of Mana.
Blood Pact Player Enchantment,INVALID,ENCHANTMENT,WARLOCK,Blood Pact Player Enchantment INVALID WARLOCK ENCHANTMENT Spells cost Health instead of Mana.
Blood Pact,INVALID,MINION,WARLOCK,"Blood Pact INVALID WARLOCK MINION "
Bwonsamdi's Sanctum,INVALID,MINION,PRIEST,Bwonsamdi's Sanctum INVALID PRIEST MINION ShrineYour Deathrattles triggertwo additional times.
Bwonsamdi's Sanctum Player Enchant,INVALID,ENCHANTMENT,PRIEST,"Bwonsamdi's Sanctum Player Enchant INVALID PRIEST ENCHANTMENT "
Bwonsamdi's Sanctum,INVALID,MINION,PRIEST,"Bwonsamdi's Sanctum INVALID PRIEST MINION "
Gonk's Mark,INVALID,MINION,DRUID,"Gonk's Mark INVALID DRUID MINION ShrineAfter you summon aminion, give it +1/+1."
Gonk's Mark,INVALID,ENCHANTMENT,DRUID,Gonk's Mark INVALID DRUID ENCHANTMENT +1/+1.
Gonk's Mark,INVALID,MINION,DRUID,"Gonk's Mark INVALID DRUID MINION "
Bonds of Balance,INVALID,MINION,DRUID,"Bonds of Balance INVALID DRUID MINION ShrineAt the end of your turn,gain Attack equal to yourhero's Attack."
Gonk's Bond,INVALID,ENCHANTMENT,NEUTRAL,Gonk's Bond INVALID NEUTRAL ENCHANTMENT Increased Attack.
Bonds of Balance,INVALID,MINION,DRUID,"Bonds of Balance INVALID DRUID MINION "
Water Spirit,ELEMENTAL,MINION,DRUID,Water Spirit ELEMENTAL DRUID MINION Start of Game: Draw this.Deathrattle: Gain 2 Mana Crystals.
Direhorn Stomper,BEAST,MINION,DRUID,Direhorn Stomper BEAST DRUID MINION RushOverkill: Summon a minion from your deck with the highest Attack.
Succoring Skyscreamer,BEAST,MINION,DRUID,"Succoring Skyscreamer BEAST DRUID MINION Whenever you gainArmor, draw a card.It costs (2) less."
Zandalari Striker,INVALID,MINION,DRUID,"Zandalari Striker INVALID DRUID MINION After your hero attacks, give your minions+2 Attack."
Empowered,INVALID,ENCHANTMENT,DRUID,Empowered INVALID DRUID ENCHANTMENT Increased Attack.
The Fan Favorite,BEAST,MINION,DRUID,The Fan Favorite BEAST DRUID MINION Overkill: Give your hero +10 Attack this turn.
The Fan Favorite,INVALID,ENCHANTMENT,DRUID,The Fan Favorite INVALID DRUID ENCHANTMENT +10 Attack this turn.
Astral Raptor,INVALID,MINION,DRUID,Astral Raptor INVALID DRUID MINION RushOverkill: Summon another Astral Raptor.
Jan'alai's Flame,INVALID,MINION,MAGE,"Jan'alai's Flame INVALID MAGE MINION ShrineYour Hero Power costs (0).Whenever it killsa minion, refresh it."
Jan'alai's Flame Player Enchant,INVALID,ENCHANTMENT,NEUTRAL,Jan'alai's Flame Player Enchant INVALID NEUTRAL ENCHANTMENT Your Hero Power costs (0) this turn.
Jan'alai's Flame,INVALID,MINION,MAGE,"Jan'alai's Flame INVALID MAGE MINION "
Jan'alai's Progeny,INVALID,MINION,MAGE,"Jan'alai's Progeny INVALID MAGE MINION ShrineWhenever you Freeze acharacter, put a Frostfireinto your hand."
Frostfire,INVALID,SPELL,MAGE,Frostfire INVALID MAGE SPELL Deal $1 damage. @spelldmg
Jan'alai's Progeny,INVALID,MINION,MAGE,"Jan'alai's Progeny INVALID MAGE MINION "
Razzle Dazzler,INVALID,MINION,MAGE,Razzle Dazzler INVALID MAGE MINION TauntBattlecry: Fill your hand with Arcane Missiles.
Glyph Guardian,DRAGON,MINION,MAGE,"Glyph Guardian DRAGON MAGE MINION Whenever a character is Frozen, gain Spell Damage +1."
Empowered Glyph,INVALID,ENCHANTMENT,NEUTRAL,Empowered Glyph INVALID NEUTRAL ENCHANTMENT Increased Spell Damage.
Frostweaver,INVALID,MINION,MAGE,"Frostweaver INVALID MAGE MINION Your Hero Power also Freezes the target.If the target is a Frozen minion, destroy it."
Fireslinger,INVALID,MINION,MAGE,"Fireslinger INVALID MAGE MINION After you cast a spell,cast a Fireball at a randomenemy."
Showstopping Conjurer,INVALID,MINION,MAGE,Showstopping Conjurer INVALID MAGE MINION RushOverkill: Draw a spell from your deck.
Fan of Flames,ELEMENTAL,MINION,MAGE,Fan of Flames ELEMENTAL MAGE MINION Start of Game: Draw this.Battlecry: Upgrade your Hero Power.
Shirvallah's Vengeance,INVALID,MINION,PALADIN,"Shirvallah's Vengeance INVALID PALADIN MINION ShrineAfter your hero takesdamage, deal 5 damageto the enemy hero."
Shirvallah's Vengeance,INVALID,MINION,PALADIN,"Shirvallah's Vengeance INVALID PALADIN MINION "
Shirvallah's Grace,INVALID,MINION,PALADIN,"Shirvallah's Grace INVALID PALADIN MINION ShrineAfter you cast a spellon a friendly minion, cast a  copy of it on this one."
Shirvallah's Grace,INVALID,MINION,PALADIN,"Shirvallah's Grace INVALID PALADIN MINION "
Parading Marshal,INVALID,MINION,PALADIN,Parading Marshal INVALID PALADIN MINION Start of Game: Draw this.Battlecry: Equip a Truesilver Champion.
Blessed One,INVALID,MINION,PALADIN,Blessed One INVALID PALADIN MINION Battlecry: Draw spells until your hand is full.
Lightchucker,INVALID,MINION,PALADIN,"Lightchucker INVALID PALADIN MINION After a character is healed, destroy a randomenemy minion."
The Walking Fort,INVALID,MINION,PALADIN,The Walking Fort INVALID PALADIN MINION TauntThis minion can only take1damageatatime.
Gloryseeker,INVALID,MINION,PALADIN,"Gloryseeker INVALID PALADIN MINION Whenever this minion takes damage, your hero takes it instead."
Exactor of Justice,INVALID,MINION,PALADIN,Exactor of Justice INVALID PALADIN MINION Divine ShieldOverkill: Gain Divine Shield.
Bwonsamdi's Tome,INVALID,MINION,PRIEST,"Bwonsamdi's Tome INVALID PRIEST MINION ShrineAfter you cast a spell,add a random Priest spellto your hand."
Bwonsamdi's Tome,INVALID,MINION,PRIEST,"Bwonsamdi's Tome INVALID PRIEST MINION "
Bwonsamdi's Covenant,INVALID,MINION,PRIEST,Bwonsamdi's Covenant INVALID PRIEST MINION ShrineHealing enemiesdamages them instead.
Bwonsamdi's Covenant,INVALID,ENCHANTMENT,NEUTRAL,Bwonsamdi's Covenant INVALID NEUTRAL ENCHANTMENT Healing enemies damages them instead.
Bwonsamdi's Covenant,INVALID,MINION,PRIEST,"Bwonsamdi's Covenant INVALID PRIEST MINION "
